species_slug,BL,WL,under_sampled,red_list,gbif,lists
montia-fontana,0,0,1,4,2,['under_sampled' 'red_list' 'gbif']
morus-alba,0,0,0,0,1,['gbif']
morus-nigra,0,0,0,0,1,['gbif']
muhlenbergia-mexicana,0,0,0,0,1,['gbif']
muhlenbergia-schreberi,0,0,0,0,1,['gbif']
murbeckiella-pinnatifida,0,0,0,1,1,['red_list' 'gbif']
muscari-armeniacum,0,0,0,0,1,['gbif']
muscari-botryoides,0,0,0,1,1,['red_list' 'gbif']
muscari-comosum,0,0,0,1,0,['red_list']
muscari-neglectum,0,0,0,2,1,['red_list' 'gbif']
muscari-racemosum,0,0,0,1,1,['red_list' 'gbif']
myagrum-perfoliatum,0,0,0,0,1,['gbif']
mycelis-muralis,0,0,0,1,0,['red_list']
myosotis-alpestris,0,0,0,1,1,['red_list' 'gbif']
myosotis-arvensis,0,0,0,1,1,['red_list' 'gbif']
myosotis-cespitosa,0,0,0,1,0,['red_list']
myosotis-decumbens,0,0,0,1,2,['red_list' 'gbif']
myosotis-discolor,0,0,0,1,1,['red_list' 'gbif']
myosotis-laxa,0,0,0,0,1,['gbif']
myosotis-michaelae,0,0,0,1,1,['red_list' 'gbif']
myosotis-minutiflora,0,0,0,1,1,['red_list' 'gbif']
myosotis-nemorosa,0,0,0,1,1,['red_list' 'gbif']
myosotis-ramosissima,0,0,0,1,1,['red_list' 'gbif']
myosotis-rehsteineri,0,0,0,1,1,['red_list' 'gbif']
myosotis-scorpioides,0,0,0,1,1,['red_list' 'gbif']
myosotis-stricta,0,0,0,1,1,['red_list' 'gbif']
myosotis-sylvatica,0,0,0,1,1,['red_list' 'gbif']
myosoton-aquaticum,0,0,0,1,1,['red_list' 'gbif']
myosurus-minimus,0,0,0,1,1,['red_list' 'gbif']
myricaria-germanica,0,0,0,1,1,['red_list' 'gbif']
myriophyllum-alterniflorum,0,0,0,1,1,['red_list' 'gbif']
myriophyllum-aquaticum,1,0,0,0,1,['BL' 'gbif']
myriophyllum-heterophyllum,0,0,0,0,1,['gbif']
myriophyllum-spicatum,0,0,0,1,1,['red_list' 'gbif']
myriophyllum-verticillatum,0,0,0,1,1,['red_list' 'gbif']
myrrhis-odorata,0,0,0,1,1,['red_list' 'gbif']
najas-flexilis,0,0,0,1,1,['red_list' 'gbif']
najas-marina,0,0,0,1,3,['red_list' 'gbif']
najas-minor,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
narcissus-incomparabilis,0,0,0,0,1,['gbif']
narcissus-medioluteus,0,0,0,0,1,['gbif']
narcissus-poeticus,0,0,0,0,3,['gbif']
narcissus-poëticus,0,0,0,2,0,['red_list']
narcissus-pseudonarcissus,0,0,0,1,1,['red_list' 'gbif']
narcissus-radiiflorus,0,0,0,1,0,['red_list']
narcissus-×verbanensis,0,0,0,1,0,['red_list']
nardus-stricta,0,0,0,1,1,['red_list' 'gbif']
nassella-tenuissima,0,0,0,0,1,['gbif']
nasturtium-microphyllum,0,0,0,1,1,['red_list' 'gbif']
nasturtium-officinale,0,0,0,1,1,['red_list' 'gbif']
nelumbo-nucifera,0,0,0,0,1,['gbif']
neottia-cordata,0,0,0,0,1,['gbif']
neottia-nidus-avis,0,0,0,1,1,['red_list' 'gbif']
neottia-ovata,0,0,0,0,1,['gbif']
nepeta-cataria,0,0,0,1,1,['red_list' 'gbif']
nepeta-faassenii,0,0,0,0,1,['gbif']
nepeta-nepetella,0,0,0,0,1,['gbif']
nepeta-nuda,0,0,0,1,1,['red_list' 'gbif']
nepeta-racemosa,0,0,0,0,1,['gbif']
neslia-paniculata,0,0,0,1,2,['red_list' 'gbif']
nicandra-physalodes,0,0,0,0,1,['gbif']
nicotiana-rustica,0,0,0,0,1,['gbif']
nicotiana-tabacum,0,0,0,0,1,['gbif']
nigella-arvensis,0,0,0,1,1,['red_list' 'gbif']
nigella-damascena,0,0,0,0,1,['gbif']
nigritella-austriaca,0,0,0,1,0,['red_list']
nigritella-rhellicani,0,0,0,2,0,['red_list']
nigritella-rubra,0,0,0,1,0,['red_list']
noccaea-caerulescens,0,0,0,0,2,['gbif']
noccaea-corymbosa,0,0,0,0,1,['gbif']
noccaea-fendleri,0,0,0,0,1,['gbif']
noccaea-rotundifolia,0,0,0,0,2,['gbif']
noccaea-sylvia,0,0,0,0,1,['gbif']
noccaea-virens,0,0,0,0,1,['gbif']
none,0,0,0,0,11,['gbif']
nonea-lutea,0,0,0,0,1,['gbif']
nonea-pulla,0,0,0,0,1,['gbif']
notholaena-marantae,0,0,0,1,0,['red_list']
nuphar-lutea,0,0,0,1,1,['red_list' 'gbif']
nuphar-pumila,0,0,0,1,1,['red_list' 'gbif']
nymphaea-alba,0,0,0,1,1,['red_list' 'gbif']
nymphaea-candida,0,0,0,0,1,['gbif']
nymphoides-peltata,0,0,0,1,1,['red_list' 'gbif']
ocimum-basilicum,0,0,0,0,1,['gbif']
odontites-luteus,0,0,0,1,1,['red_list' 'gbif']
odontites-vernus,0,0,1,2,1,['under_sampled' 'red_list' 'gbif']
odontites-viscosus,0,0,0,1,1,['red_list' 'gbif']
odontites-vulgaris,0,0,0,1,1,['red_list' 'gbif']
oenanthe-aquatica,0,0,0,1,1,['red_list' 'gbif']
oenanthe-fistulosa,0,0,0,1,1,['red_list' 'gbif']
oenanthe-lachenalii,0,0,0,1,1,['red_list' 'gbif']
oenanthe-peucedanifolia,0,0,0,1,1,['red_list' 'gbif']
oenothera-biennis,0,0,0,0,1,['gbif']
oenothera-canovirens,0,0,0,0,1,['gbif']
oenothera-deflexa,0,0,0,0,1,['gbif']
oenothera-fallax,0,0,0,0,1,['gbif']
oenothera-glazioviana,0,0,0,0,1,['gbif']
oenothera-oakesiana,0,0,0,0,1,['gbif']
oenothera-parviflora,0,0,0,0,1,['gbif']
oenothera-pycnocarpa,0,0,0,0,1,['gbif']
oenothera-stucchii,0,0,0,0,1,['gbif']
oenothera-villosa,0,0,0,0,1,['gbif']
olea-europaea,0,0,0,0,1,['gbif']
omalotheca-hoppeana,0,0,0,0,1,['gbif']
omalotheca-norvegica,0,0,0,0,1,['gbif']
omalotheca-supina,0,0,0,0,1,['gbif']
omalotheca-sylvatica,0,0,0,0,1,['gbif']
omphalodes-verna,0,0,0,0,1,['gbif']
onobrychis-arenaria,0,0,0,1,2,['red_list' 'gbif']
onobrychis-montana,0,0,0,1,1,['red_list' 'gbif']
onobrychis-viciifolia,0,0,0,0,1,['gbif']
ononis-natrix,0,0,0,1,1,['red_list' 'gbif']
ononis-pusilla,0,0,0,1,1,['red_list' 'gbif']
ononis-repens,0,0,0,1,0,['red_list']
ononis-rotundifolia,0,0,0,1,1,['red_list' 'gbif']
ononis-spinosa,0,0,0,3,4,['red_list' 'gbif']
onopordum-acanthium,0,0,0,1,1,['red_list' 'gbif']
onosma-helvetica,0,0,0,1,1,['red_list' 'gbif']
onosma-pseudoarenaria,0,0,0,1,0,['red_list']
onosma-pseudoarenarium,0,0,0,0,1,['gbif']
ophioglossum-vulgatum,0,0,0,1,1,['red_list' 'gbif']
ophrys-apifera,0,0,0,1,1,['red_list' 'gbif']
ophrys-araneola,0,0,0,1,0,['red_list']
ophrys-flavicans,0,0,0,0,1,['gbif']
ophrys-fuciflora,0,0,0,0,1,['gbif']
ophrys-holosericea,0,0,0,3,0,['red_list']
ophrys-insectifera,0,0,0,1,1,['red_list' 'gbif']
ophrys-sphegodes,0,0,0,2,3,['red_list' 'gbif']
oplismenus-undulatifolius,0,0,0,1,1,['red_list' 'gbif']
opuntia-humifusa,0,1,0,0,1,['WL' 'gbif']
opuntia-phaeacantha,0,0,0,0,1,['gbif']
orchis-anthropophora,0,0,0,0,1,['gbif']
orchis-coriophora,0,0,0,1,0,['red_list']
orchis-italica,0,0,0,0,1,['gbif']
orchis-laxiflora,0,0,0,1,0,['red_list']
orchis-mascula,0,0,0,1,3,['red_list' 'gbif']
orchis-militaris,0,0,0,1,1,['red_list' 'gbif']
orchis-morio,0,0,0,1,0,['red_list']
orchis-pallens,0,0,0,1,1,['red_list' 'gbif']
orchis-palustris,0,0,0,1,0,['red_list']
orchis-papilionacea,0,0,0,1,0,['red_list']
orchis-provincialis,0,0,0,1,1,['red_list' 'gbif']
orchis-purpurea,0,0,0,1,1,['red_list' 'gbif']
orchis-simia,0,0,0,1,1,['red_list' 'gbif']
orchis-spitzelii,0,0,0,1,1,['red_list' 'gbif']
orchis-tridentata,0,0,0,1,0,['red_list']
orchis-ustulata,0,0,0,1,0,['red_list']
oreochloa-disticha,0,0,0,1,1,['red_list' 'gbif']
oreopteris-limbosperma,0,0,0,1,1,['red_list' 'gbif']
oreoselinum-majus,0,0,0,0,1,['gbif']
origanum-majorana,0,0,0,0,1,['gbif']
origanum-vulgare,0,0,0,1,1,['red_list' 'gbif']
orlaya-grandiflora,0,0,0,1,1,['red_list' 'gbif']
ornithogalum-boucheanum,0,0,0,0,1,['gbif']
ornithogalum-divergens,0,0,0,0,1,['gbif']
ornithogalum-gussonei,0,0,0,0,1,['gbif']
ornithogalum-nutans,0,0,0,1,1,['red_list' 'gbif']
ornithogalum-pyrenaicum,0,0,0,1,2,['red_list' 'gbif']
ornithogalum-sphaerocarpum,0,0,0,0,1,['gbif']
ornithogalum-umbellatum,0,0,0,1,1,['red_list' 'gbif']
ornithopus-perpusillus,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
orobanche-alba,0,0,0,1,1,['red_list' 'gbif']
orobanche-alsatica,0,0,0,3,3,['red_list' 'gbif']
orobanche-amethystea,0,0,0,0,1,['gbif']
orobanche-arenaria,0,0,0,1,0,['red_list']
orobanche-artemisiae-campestris,0,0,0,1,1,['red_list' 'gbif']
orobanche-bohemica,0,0,0,1,0,['red_list']
orobanche-caryophyllacea,0,0,0,1,1,['red_list' 'gbif']
orobanche-elatior,0,0,0,1,1,['red_list' 'gbif']
orobanche-flava,0,0,0,1,1,['red_list' 'gbif']
orobanche-gracilis,0,0,0,1,1,['red_list' 'gbif']
orobanche-hederae,0,0,0,1,1,['red_list' 'gbif']
orobanche-laserpitii-sileris,0,0,0,1,1,['red_list' 'gbif']
orobanche-lucorum,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
orobanche-lutea,0,0,0,1,1,['red_list' 'gbif']
orobanche-lycoctoni,0,0,0,1,1,['red_list' 'gbif']
orobanche-minor,0,0,0,1,1,['red_list' 'gbif']
orobanche-picridis,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
orobanche-purpurea,0,0,0,1,0,['red_list']
orobanche-ramosa,0,0,0,1,0,['red_list']
orobanche-rapum-genistae,0,0,0,1,1,['red_list' 'gbif']
orobanche-reticulata,0,0,0,1,1,['red_list' 'gbif']
orobanche-salviae,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
orobanche-teucrii,0,0,0,1,1,['red_list' 'gbif']
orthilia-secunda,0,0,0,1,1,['red_list' 'gbif']
osmunda-regalis,0,0,0,1,1,['red_list' 'gbif']
ostrya-carpinifolia,0,0,0,1,1,['red_list' 'gbif']
oxalis-acetosella,0,0,0,1,1,['red_list' 'gbif']
oxalis-articulata,0,0,0,0,1,['gbif']
oxalis-corniculata,0,0,0,1,2,['red_list' 'gbif']
oxalis-dillenii,0,0,0,0,1,['gbif']
oxyria-digyna,0,0,0,1,1,['red_list' 'gbif']
oxytropis-campestris,0,0,0,1,1,['red_list' 'gbif']
oxytropis-fetida,0,0,0,1,1,['red_list' 'gbif']
oxytropis-halleri,0,0,0,3,3,['red_list' 'gbif']
oxytropis-helvetica,0,0,0,1,1,['red_list' 'gbif']
oxytropis-jacquinii,0,0,0,1,1,['red_list' 'gbif']
oxytropis-lapponica,0,0,0,1,1,['red_list' 'gbif']
oxytropis-neglecta,0,0,0,1,1,['red_list' 'gbif']
oxytropis-pilosa,0,0,0,1,1,['red_list' 'gbif']
pachypleurum-simplex,0,0,0,0,1,['gbif']
paeonia-officinalis,0,0,0,1,1,['red_list' 'gbif']
panicum-acuminatum,0,0,0,0,1,['gbif']
panicum-capillare,0,0,0,0,2,['gbif']
panicum-dichotomiflorum,0,0,0,0,1,['gbif']
panicum-hillmanii,0,0,0,0,1,['gbif']
panicum-miliaceum,0,0,0,0,1,['gbif']
panicum-repens,0,0,0,0,1,['gbif']
papaver-alpinum,0,0,0,1,0,['red_list']
papaver-apulum,0,0,0,1,1,['red_list' 'gbif']
papaver-argemone,0,0,0,1,1,['red_list' 'gbif']
papaver-aurantiacum,0,0,0,1,1,['red_list' 'gbif']
papaver-cambricum,0,0,0,0,1,['gbif']
papaver-dubium,0,0,0,3,2,['red_list' 'gbif']
papaver-hybridum,0,0,0,1,1,['red_list' 'gbif']
papaver-lecoqii,0,0,0,0,1,['gbif']
papaver-nudicaule,0,0,0,0,1,['gbif']
papaver-occidentale,0,0,0,1,0,['red_list']
papaver-orientale,0,0,0,0,1,['gbif']
papaver-rhoeas,0,0,0,1,1,['red_list' 'gbif']
papaver-sendtneri,0,0,0,1,1,['red_list' 'gbif']
papaver-somniferum,0,0,0,0,1,['gbif']
paradisea-liliastrum,0,0,0,1,1,['red_list' 'gbif']
parietaria-judaica,0,0,0,1,1,['red_list' 'gbif']
parietaria-officinalis,0,0,0,1,1,['red_list' 'gbif']
paris-quadrifolia,0,0,0,1,1,['red_list' 'gbif']
parnassia-palustris,0,0,0,1,1,['red_list' 'gbif']
parthenocissus-inserta,0,1,0,0,0,['WL']
parthenocissus-quinquefolia,0,0,0,0,1,['gbif']
parthenocissus-tricuspidata,0,0,0,0,1,['gbif']
parthenocissus-vitacea,0,0,0,0,1,['gbif']
paspalum-dilatatum,0,0,0,0,1,['gbif']
pastinaca-sativa,0,0,0,4,4,['red_list' 'gbif']
paulownia-tomentosa,0,1,0,0,1,['WL' 'gbif']
pedicularis-ascendens,0,0,0,1,1,['red_list' 'gbif']
pedicularis-asplenifolia,0,0,0,0,1,['gbif']
pedicularis-aspleniifolia,0,0,0,1,0,['red_list']
pedicularis-cenisia,0,0,0,0,1,['gbif']
pedicularis-comosa,0,0,0,0,1,['gbif']
pedicularis-foliosa,0,0,0,1,1,['red_list' 'gbif']
pedicularis-gyroflexa,0,0,0,1,1,['red_list' 'gbif']
pedicularis-kerneri,0,0,0,1,1,['red_list' 'gbif']
pedicularis-oederi,0,0,0,1,1,['red_list' 'gbif']
pedicularis-palustris,0,0,0,1,1,['red_list' 'gbif']
pedicularis-recutita,0,0,0,1,1,['red_list' 'gbif']
pedicularis-rostratocapitata,0,0,0,1,1,['red_list' 'gbif']
pedicularis-rostratospicata,0,0,1,1,2,['under_sampled' 'red_list' 'gbif']
pedicularis-sylvatica,0,0,0,1,1,['red_list' 'gbif']
pedicularis-tuberosa,0,0,0,1,1,['red_list' 'gbif']
pedicularis-verticillata,0,0,0,1,1,['red_list' 'gbif']
perovskia-atriplicifolia,0,0,0,0,1,['gbif']
persicaria-amphibia,0,0,0,0,1,['gbif']
persicaria-capitata,0,0,0,0,1,['gbif']
persicaria-hydropiper,0,0,0,0,1,['gbif']
persicaria-lapathifolia,0,0,0,0,4,['gbif']
persicaria-maculosa,0,0,0,0,1,['gbif']
persicaria-minor,0,0,0,0,1,['gbif']
persicaria-mitis,0,0,0,0,1,['gbif']
persicaria-nepalensis,0,0,0,0,1,['gbif']
persicaria-orientalis,0,0,0,0,1,['gbif']
petasites-albus,0,0,0,1,1,['red_list' 'gbif']
petasites-hybridus,0,0,0,1,1,['red_list' 'gbif']
petasites-paradoxus,0,0,0,1,1,['red_list' 'gbif']
petasites-pyrenaicus,0,0,0,0,1,['gbif']
petrocallis-pyrenaica,0,0,0,1,1,['red_list' 'gbif']
petrorhagia-prolifera,0,0,0,1,1,['red_list' 'gbif']
petrorhagia-saxifraga,0,0,0,1,1,['red_list' 'gbif']
petrosedum-montanum,0,0,0,0,2,['gbif']
petrosedum-ochroleucum,0,0,0,0,1,['gbif']
petrosedum-rupestre,0,0,0,0,1,['gbif']
petrosedum-sediforme,0,0,0,0,1,['gbif']
petroselinum-crispum,0,0,0,0,1,['gbif']
peucedanum-austriacum,0,0,0,3,0,['red_list']
peucedanum-carvifolia,0,0,0,1,0,['red_list']
peucedanum-cervaria,0,0,0,1,0,['red_list']
peucedanum-officinale,0,0,0,0,1,['gbif']
peucedanum-oreoselinum,0,0,0,1,0,['red_list']
peucedanum-ostruthium,0,0,0,1,0,['red_list']
peucedanum-palustre,0,0,0,1,0,['red_list']
peucedanum-venetum,0,0,0,1,0,['red_list']
peucedanum-verticillare,0,0,0,1,0,['red_list']
phacelia-tanacetifolia,0,0,0,0,1,['gbif']
phalaris-arundinacea,0,0,0,1,1,['red_list' 'gbif']
phalaris-canariensis,0,0,0,0,1,['gbif']
phaseolus-coccineus,0,0,0,0,1,['gbif']
phaseolus-vulgaris,0,0,0,0,1,['gbif']
phedimus-middendorfianus,0,0,0,0,1,['gbif']
phedimus-spurius,0,0,0,0,1,['gbif']
phedimus-stoloniferus,0,0,0,0,1,['gbif']
phegopteris-connectilis,0,0,0,1,1,['red_list' 'gbif']
phelipanche-arenaria,0,0,0,0,1,['gbif']
phelipanche-bohemica,0,0,0,0,1,['gbif']
phelipanche-purpurea,0,0,0,0,1,['gbif']
phelipanche-ramosa,0,0,0,0,1,['gbif']
philadelphus-coronarius,0,0,0,0,1,['gbif']
phleum-alpinum,0,0,0,2,2,['red_list' 'gbif']
phleum-bertolonii,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
phleum-hirsutum,0,0,0,1,1,['red_list' 'gbif']
phleum-paniculatum,0,0,0,1,1,['red_list' 'gbif']
phleum-phleoides,0,0,0,1,1,['red_list' 'gbif']
phleum-pratense,0,0,0,2,1,['red_list' 'gbif']
phleum-rhaeticum,0,0,1,1,0,['under_sampled' 'red_list']
phleum-subulatum,0,0,0,0,1,['gbif']
phlox-subulata,0,0,0,0,1,['gbif']
phragmites-australis,0,0,0,1,1,['red_list' 'gbif']
phuopsis-stylosa,0,0,0,0,1,['gbif']
phyllitis-scolopendrium,0,0,0,1,0,['red_list']
phyllostachys-aurea,0,0,0,0,1,['gbif']
phyllostachys-nigra,0,0,0,0,1,['gbif']
phyllostachys-reticulata,0,0,0,0,1,['gbif']
physalis-peruviana,0,0,0,0,1,['gbif']
physocarpus-opulifolius,0,0,0,0,1,['gbif']
physoplexis-comosa,0,0,0,0,1,['gbif']
phyteuma-betonicifolium,0,0,0,1,1,['red_list' 'gbif']
phyteuma-globulariifolium,0,0,0,3,2,['red_list' 'gbif']
phyteuma-hedraianthifolium,0,0,0,1,1,['red_list' 'gbif']
phyteuma-hemisphaericum,0,0,0,1,1,['red_list' 'gbif']
phyteuma-humile,0,0,0,1,0,['red_list']
phyteuma-michelii,0,0,0,0,1,['gbif']
phyteuma-nigrum,0,0,0,0,1,['gbif']
phyteuma-orbiculare,0,0,0,1,3,['red_list' 'gbif']
phyteuma-ovatum,0,0,0,1,1,['red_list' 'gbif']
phyteuma-scheuchzeri,0,0,0,1,3,['red_list' 'gbif']
phyteuma-scorzonerifolium,0,0,0,1,1,['red_list' 'gbif']
phyteuma-spicatum,0,0,0,3,3,['red_list' 'gbif']
phytolacca-acinosa,0,0,0,0,1,['gbif']
phytolacca-americana,0,1,0,0,1,['WL' 'gbif']
picea-abies,0,0,0,1,1,['red_list' 'gbif']
picris-hieracioides,0,0,0,1,3,['red_list' 'gbif']
pilosella-alpicola,0,0,0,0,1,['gbif']
pilosella-aurantiaca,0,0,0,0,1,['gbif']
pilosella-bauhinii,0,0,0,0,1,['gbif']
pilosella-caespitosa,0,0,0,0,1,['gbif']
pilosella-cymosa,0,0,0,0,1,['gbif']
pilosella-glacialis,0,0,0,0,1,['gbif']
pilosella-guthnikiana,0,0,0,0,1,['gbif']
pilosella-hoppeana,0,0,0,0,1,['gbif']
pilosella-lactucella,0,0,0,0,1,['gbif']
pilosella-officinarum,0,0,0,0,1,['gbif']
pilosella-peleteriana,0,0,0,0,1,['gbif']
pilosella-piloselloides,0,0,0,0,1,['gbif']
pilosella-saussureoides,0,0,0,0,1,['gbif']
pilularia-globulifera,0,0,0,1,1,['red_list' 'gbif']
pimpinella-alpina,0,0,0,1,0,['red_list']
pimpinella-major,0,0,0,1,1,['red_list' 'gbif']
pimpinella-nigra,0,0,0,1,1,['red_list' 'gbif']
pimpinella-peregrina,0,0,0,0,1,['gbif']
pimpinella-saxifraga,0,0,0,2,1,['red_list' 'gbif']
pinguicula-alpina,0,0,0,1,1,['red_list' 'gbif']
pinguicula-grandiflora,0,0,0,1,2,['red_list' 'gbif']
pinguicula-leptoceras,0,0,0,1,1,['red_list' 'gbif']
pinguicula-vulgaris,0,0,0,1,1,['red_list' 'gbif']
pinus-cembra,0,0,0,1,1,['red_list' 'gbif']
pinus-mugo,0,0,1,3,2,['under_sampled' 'red_list' 'gbif']
pinus-nigra,0,0,0,0,1,['gbif']
pinus-pinea,0,0,0,0,1,['gbif']
pinus-strobus,0,0,0,0,1,['gbif']
pinus-sylvestris,0,0,0,1,1,['red_list' 'gbif']
pinus-uncinata,0,0,0,0,1,['gbif']
pistia-stratiotes,0,0,0,0,1,['gbif']
pisum-sativum,0,0,0,1,4,['red_list' 'gbif']
pittosporum-tobira,0,0,0,0,1,['gbif']
plantago-alpina,0,0,0,1,1,['red_list' 'gbif']
plantago-altissima,0,0,0,0,1,['gbif']
plantago-arenaria,0,0,0,1,1,['red_list' 'gbif']
plantago-argentea,0,0,0,0,1,['gbif']
plantago-atrata,0,0,0,1,3,['red_list' 'gbif']
plantago-coronopus,0,0,0,0,1,['gbif']
plantago-lanceolata,0,0,0,1,1,['red_list' 'gbif']
plantago-major,0,0,0,3,2,['red_list' 'gbif']
plantago-maritima,0,0,0,0,1,['gbif']
plantago-media,0,0,0,1,1,['red_list' 'gbif']
plantago-sempervirens,0,0,0,1,1,['red_list' 'gbif']
plantago-serpentina,0,0,0,1,0,['red_list']
plantago-uliginosa,0,0,0,0,1,['gbif']
plantago-uniflora,0,0,0,0,1,['gbif']
platanthera-bifolia,0,0,0,1,1,['red_list' 'gbif']
platanthera-chlorantha,0,0,0,1,1,['red_list' 'gbif']
platanthera-clavellata,0,0,0,0,1,['gbif']
platanus-hybrida,0,0,0,0,1,['gbif']
platanus-orientalis,0,0,0,0,1,['gbif']
platycladus-orientalis,0,0,0,0,1,['gbif']
pleurospermum-austriacum,0,0,0,1,1,['red_list' 'gbif']
poa-alpina,0,0,0,1,1,['red_list' 'gbif']
poa-angustifolia,0,0,0,1,1,['red_list' 'gbif']
poa-annua,0,0,0,1,1,['red_list' 'gbif']
poa-badensis,0,0,0,2,1,['red_list' 'gbif']
poa-bulbosa,0,0,0,1,1,['red_list' 'gbif']
poa-cenisia,0,0,0,1,1,['red_list' 'gbif']
poa-chaixii,0,0,0,1,1,['red_list' 'gbif']
poa-compressa,0,0,0,1,1,['red_list' 'gbif']
poa-glauca,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
poa-hybrida,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
poa-laxa,0,0,0,1,1,['red_list' 'gbif']
poa-minor,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
poa-molineri,0,0,0,0,1,['gbif']
poa-molinerii,0,0,0,1,0,['red_list']
poa-nemoralis,0,0,0,1,1,['red_list' 'gbif']
poa-palustris,0,0,0,1,1,['red_list' 'gbif']
poa-perconcinna,0,0,0,1,1,['red_list' 'gbif']
poa-pratensis,0,0,0,2,1,['red_list' 'gbif']
poa-remota,0,0,0,1,1,['red_list' 'gbif']
poa-supina,0,0,0,1,1,['red_list' 'gbif']
poa-trivialis,0,0,1,3,3,['under_sampled' 'red_list' 'gbif']
poa-variegata,0,0,0,1,0,['red_list']
podospermum-laciniatum,0,0,0,0,3,['gbif']
polemonium-caeruleum,0,0,0,1,1,['red_list' 'gbif']
polycarpon-tetraphyllum,0,0,0,1,1,['red_list' 'gbif']
polycnemum-arvense,0,0,0,1,1,['red_list' 'gbif']
polycnemum-majus,0,0,1,1,1,['under_sampled' 'red_list' 'gbif']
polygala-alpestris,0,0,0,1,1,['red_list' 'gbif']
polygala-alpina,0,0,0,1,1,['red_list' 'gbif']
polygala-amara,0,0,0,1,2,['red_list' 'gbif']
polygala-amarella,0,0,0,1,1,['red_list' 'gbif']
polygala-calcarea,0,0,0,1,1,['red_list' 'gbif']
polygala-chamaebuxus,0,0,0,1,0,['red_list']
polygala-comosa,0,0,0,1,1,['red_list' 'gbif']
polygala-pedemontana,0,0,0,1,1,['red_list' 'gbif']
polygala-serpyllifolia,0,0,0,1,1,['red_list' 'gbif']
polygala-vulgaris,0,0,0,3,3,['red_list' 'gbif']
polygaloides-chamaebuxus,0,0,0,0,1,['gbif']
polygonatum-multiflorum,0,0,0,1,1,['red_list' 'gbif']
polygonatum-odoratum,0,0,0,1,1,['red_list' 'gbif']
polygonatum-verticillatum,0,0,0,1,1,['red_list' 'gbif']
polygonum-alpinum,0,0,0,1,0,['red_list']
polygonum-amphibium,0,0,0,1,0,['red_list']
polygonum-arenastrum,0,0,0,1,3,['red_list' 'gbif']
polygonum-aviculare,0,0,0,2,2,['red_list' 'gbif']
polygonum-bistorta,0,0,0,1,0,['red_list']
polygonum-calcatum,0,0,0,1,0,['red_list']
polygonum-hydropiper,0,0,0,1,0,['red_list']
polygonum-lapathifolium,0,0,1,4,0,['under_sampled' 'red_list']
polygonum-microspermum,0,0,0,1,0,['red_list']
polygonum-minus,0,0,0,1,0,['red_list']
polygonum-mite,0,0,0,1,0,['red_list']
polygonum-persicaria,0,0,0,1,0,['red_list']
polygonum-polystachyum,1,0,0,0,0,['BL']
polygonum-rurivagum,0,0,0,1,0,['red_list']
polygonum-viviparum,0,0,0,1,0,['red_list']
polypodium-cambricum,0,0,0,1,1,['red_list' 'gbif']
polypodium-interjectum,0,0,0,1,1,['red_list' 'gbif']
polypodium-vulgare,0,0,0,1,1,['red_list' 'gbif']
polypogon-monspeliensis,0,0,0,0,1,['gbif']
polypogon-viridis,0,0,0,0,1,['gbif']
polystichum-aculeatum,0,0,0,1,1,['red_list' 'gbif']
polystichum-bicknellii,0,0,0,0,1,['gbif']
polystichum-braunii,0,0,0,1,1,['red_list' 'gbif']
polystichum-illyricum,0,0,0,0,1,['gbif']
polystichum-lonchitis,0,0,0,1,1,['red_list' 'gbif']
polystichum-setiferum,0,0,0,1,1,['red_list' 'gbif']
pontederia-cordata,0,0,0,0,1,['gbif']
populus-alba,0,0,0,1,1,['red_list' 'gbif']
populus-canadensis,0,0,0,0,1,['gbif']
populus-canescens,0,0,0,0,1,['gbif']
populus-nigra,0,0,0,1,3,['red_list' 'gbif']
populus-tremula,0,0,0,1,1,['red_list' 'gbif']
portulaca-grandiflora,0,0,0,0,1,['gbif']
portulaca-oleracea,0,0,0,1,1,['red_list' 'gbif']
potamogeton-acutifolius,0,0,0,1,1,['red_list' 'gbif']
potamogeton-alpinus,0,0,0,1,1,['red_list' 'gbif']
potamogeton-angustifolius,0,0,0,0,1,['gbif']
potamogeton-berchtoldii,0,0,0,1,1,['red_list' 'gbif']
potamogeton-coloratus,0,0,0,1,1,['red_list' 'gbif']
potamogeton-compressus,0,0,0,1,1,['red_list' 'gbif']
potamogeton-crispus,0,0,0,1,1,['red_list' 'gbif']
potamogeton-filiformis,0,0,0,1,0,['red_list']
potamogeton-friesii,0,0,0,1,1,['red_list' 'gbif']
potamogeton-gramineus,0,0,0,1,1,['red_list' 'gbif']
potamogeton-helveticus,0,0,0,1,0,['red_list']
potamogeton-lucens,0,0,0,1,1,['red_list' 'gbif']
potamogeton-natans,0,0,0,1,1,['red_list' 'gbif']
potamogeton-nitens,0,0,0,0,1,['gbif']
potamogeton-nodosus,0,0,0,1,1,['red_list' 'gbif']
